exam_name,class,subject,date,student_id,status,created_at,time
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,30,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,38,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MATH,2025-12-16,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,13,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,14,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,15,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,16,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,17,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,18,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,30,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,38,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,"Social Studies",2025-12-17,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,13,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,14,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,15,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,16,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,17,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,18,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,30,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,38,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,G.Science,2025-12-18,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,13,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,14,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,15,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,16,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,17,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,18,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,30,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,38,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,MT,2025-12-19,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,13,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,14,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,15,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,16,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,17,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,18,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,30,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,38,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,Islamyat,2025-12-20,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,13,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,14,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,15,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,16,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,17,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,18,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,19,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,20,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,21,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,22,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,23,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,24,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,25,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,26,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,27,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,28,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,29,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,30,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,31,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,32,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,33,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,34,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,35,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,36,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,37,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,38,A,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,39,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
"Mid Term Examination 2025-26",Four,NMT,2025-12-20,40,P,"2025-12-27 18:42:12","9:00 AM - 11:00 AM"
